,count,address
37,34,"9901 Foothill Blvd, Sylmar, CA 91342, USA"
38,0,"9901 Foothill Blvd, Sylmar, CA 91342, USA"
39,1,"10200 Wheatland Ave, Shadow Hills, CA 91040, USA"
40,1,"10200 Wheatland Ave, Shadow Hills, CA 91040, USA"
41,0,"10200 Wheatland Ave, Shadow Hills, CA 91040, USA"
42,7,"10152 Eldora Ave, Sunland-Tujunga, CA 91040, USA"
43,7,"10152 Eldora Ave, Sunland-Tujunga, CA 91040, USA"
44,0,"10152 Eldora Ave, Sunland-Tujunga, CA 91040, USA"
45,0,"11673 Fenton Ave, Sylmar, CA 91342, USA"
46,0,"11673 Fenton Ave, Sylmar, CA 91342, USA"
47,0,"11673 Fenton Ave, Sylmar, CA 91342, USA"
48,7,"12448 Carl St, Pacoima, CA 91331, USA"
49,7,"12448 Carl St, Pacoima, CA 91331, USA"
50,0,"12448 Carl St, Pacoima, CA 91331, USA"
51,19,"12170 Terra Bella St, Pacoima, CA 91331, USA"
52,19,"12170 Terra Bella St, Pacoima, CA 91331, USA"
53,0,"12170 Terra Bella St, Pacoima, CA 91331, USA"
54,17,"12065 Kagel Canyon Rd, Sylmar, CA 91342, USA"
55,17,"12065 Kagel Canyon Rd, Sylmar, CA 91342, USA"
56,0,"12065 Kagel Canyon Rd, Sylmar, CA 91342, USA"
57,13,"11908 Phillippi Ave, San Fernando, CA 91340, USA"
58,13,"11908 Phillippi Ave, San Fernando, CA 91340, USA"
59,0,"11908 Phillippi Ave, San Fernando, CA 91340, USA"
60,5,"12780 Filmore St, Pacoima, CA 91331, USA"
61,5,"12780 Filmore St, Pacoima, CA 91331, USA"
62,0,"12780 Filmore St, Pacoima, CA 91331, USA"
63,5,"Los Angeles City Dump Rd, Sylmar, CA 91342, USA"
64,5,"Los Angeles City Dump Rd, Sylmar, CA 91342, USA"
65,0,"Los Angeles City Dump Rd, Sylmar, CA 91342, USA"
66,50,"13626 Vaughn St, San Fernando, CA 91340, USA"
67,50,"13626 Vaughn St, San Fernando, CA 91340, USA"
68,0,"13626 Vaughn St, San Fernando, CA 91340, USA"
69,128,"13168 Filmore St, Pacoima, CA 91331, USA"
70,9,"13168 Filmore St, Pacoima, CA 91331, USA"
71,119,"13168 Filmore St, Pacoima, CA 91331, USA"
72,18,"13780 Daventry St, Pacoima, CA 91331, USA"
73,18,"13780 Daventry St, Pacoima, CA 91331, USA"
74,0,"13780 Daventry St, Pacoima, CA 91331, USA"
75,20,"10390 Remick Ave, Pacoima, CA 91331, USA"
76,20,"10390 Remick Ave, Pacoima, CA 91331, USA"
77,0,"10390 Remick Ave, Pacoima, CA 91331, USA"
78,9,"13586 Mercer St, Pacoima, CA 91331, USA"
79,9,"13586 Mercer St, Pacoima, CA 91331, USA"
80,0,"13586 Mercer St, Pacoima, CA 91331, USA"
81,4,"10200 Amboy Ave, Pacoima, CA 91331, USA"
82,4,"10200 Amboy Ave, Pacoima, CA 91331, USA"
83,0,"10200 Amboy Ave, Pacoima, CA 91331, USA"
84,8,"10470 El Dorado Ave, Pacoima, CA 91331, USA"
85,8,"10470 El Dorado Ave, Pacoima, CA 91331, USA"
86,0,"10470 El Dorado Ave, Pacoima, CA 91331, USA"
87,9,"10321 Kewen Ave, Pacoima, CA 91331, USA"
88,9,"10321 Kewen Ave, Pacoima, CA 91331, USA"
89,0,"10321 Kewen Ave, Pacoima, CA 91331, USA"
90,3,"10886 Lehigh Ave, Pacoima, CA 91331, USA"
91,3,"10886 Lehigh Ave, Pacoima, CA 91331, USA"
92,0,"10886 Lehigh Ave, Pacoima, CA 91331, USA"
93,50,"12280 Montague St, Pacoima, CA 91331, USA"
94,50,"12280 Montague St, Pacoima, CA 91331, USA"
95,0,"12280 Montague St, Pacoima, CA 91331, USA"
96,19,"10500 Airpark Way, Pacoima, CA 91331, USA"
97,7,"10500 Airpark Way, Pacoima, CA 91331, USA"
98,12,"10500 Airpark Way, Pacoima, CA 91331, USA"
99,14,"9920 Telfair Ave, Pacoima, CA 91331, USA"
100,14,"9920 Telfair Ave, Pacoima, CA 91331, USA"
101,0,"9920 Telfair Ave, Pacoima, CA 91331, USA"
102,4,"9723 Amboy Ave, Pacoima, CA 91331, USA"
103,4,"9723 Amboy Ave, Pacoima, CA 91331, USA"
104,0,"9723 Amboy Ave, Pacoima, CA 91331, USA"
105,7,"13220 Osborne St, Arleta, CA 91331, USA"
106,7,"13220 Osborne St, Arleta, CA 91331, USA"
107,0,"13220 Osborne St, Arleta, CA 91331, USA"
108,7,"13829 Gladstone Ave, Sylmar, CA 91342, USA"
109,7,"13829 Gladstone Ave, Sylmar, CA 91342, USA"
110,0,"13829 Gladstone Ave, Sylmar, CA 91342, USA"
111,0,"13701 Eldridge Ave, Sylmar, CA 91342, USA"
112,0,"13701 Eldridge Ave, Sylmar, CA 91342, USA"
113,0,"13701 Eldridge Ave, Sylmar, CA 91342, USA"
114,7,"13806 Gavina Ave, Sylmar, CA 91342, USA"
115,7,"13806 Gavina Ave, Sylmar, CA 91342, USA"
116,0,"13806 Gavina Ave, Sylmar, CA 91342, USA"
117,62,"12915 Alexander St, Sylmar, CA 91342, USA"
118,62,"12915 Alexander St, Sylmar, CA 91342, USA"
119,0,"12915 Alexander St, Sylmar, CA 91342, USA"
120,20,"12960 Gladstone Ave, Sylmar, CA 91342, USA"
121,20,"12960 Gladstone Ave, Sylmar, CA 91342, USA"
122,0,"12960 Gladstone Ave, Sylmar, CA 91342, USA"
123,18,"12811 Adelphia Ave, San Fernando, CA 91340, USA"
124,18,"12811 Adelphia Ave, San Fernando, CA 91340, USA"
125,0,"12811 Adelphia Ave, San Fernando, CA 91340, USA"
126,11,"12981 Borden Ave, Sylmar, CA 91342, USA"
127,11,"12981 Borden Ave, Sylmar, CA 91342, USA"
128,0,"12981 Borden Ave, Sylmar, CA 91342, USA"
129,5,"14477 Tyler St, Sylmar, CA 91342, USA"
130,5,"14477 Tyler St, Sylmar, CA 91342, USA"
131,0,"14477 Tyler St, Sylmar, CA 91342, USA"
132,124,"14958 La Mesa St, Sylmar, CA 91342, USA"
133,124,"14958 La Mesa St, Sylmar, CA 91342, USA"
134,0,"14958 La Mesa St, Sylmar, CA 91342, USA"
135,21,"13190 Bromont Ave, Sylmar, CA 91342, USA"
136,21,"13190 Bromont Ave, Sylmar, CA 91342, USA"
137,0,"13190 Bromont Ave, Sylmar, CA 91342, USA"
138,10,"14040 Foothill Blvd, Sylmar, CA 91342, USA"
139,10,"14040 Foothill Blvd, Sylmar, CA 91342, USA"
140,0,"14040 Foothill Blvd, Sylmar, CA 91342, USA"
141,56,"14148 Pony Ln, Sylmar, CA 91342, USA"
142,56,"14148 Pony Ln, Sylmar, CA 91342, USA"
143,0,"14148 Pony Ln, Sylmar, CA 91342, USA"
144,14,"15055 Bledsoe St, Sylmar, CA 91342, USA"
145,14,"15055 Bledsoe St, Sylmar, CA 91342, USA"
146,0,"15055 Bledsoe St, Sylmar, CA 91342, USA"
147,0,"Unnamed Road, Granada Hills, CA 91344, USA"
148,0,"Unnamed Road, Granada Hills, CA 91344, USA"
149,0,"Unnamed Road, Granada Hills, CA 91344, USA"
150,30,"Unnamed Road, Sylmar, CA 91342, USA"
151,30,"Unnamed Road, Sylmar, CA 91342, USA"
152,0,"Unnamed Road, Sylmar, CA 91342, USA"
153,0,"12521 Nugent Dr, Granada Hills, CA 91344, USA"
154,0,"12521 Nugent Dr, Granada Hills, CA 91344, USA"
155,0,"12521 Nugent Dr, Granada Hills, CA 91344, USA"
156,8,"17223 Midwood Dr, Granada Hills, CA 91344, USA"
157,8,"17223 Midwood Dr, Granada Hills, CA 91344, USA"
158,0,"17223 Midwood Dr, Granada Hills, CA 91344, USA"
159,0,"12041 Wood Ranch Rd, Granada Hills, CA 91344, USA"
160,0,"12041 Wood Ranch Rd, Granada Hills, CA 91344, USA"
161,0,"12041 Wood Ranch Rd, Granada Hills, CA 91344, USA"
162,0,"12123 Gerald Ave, Granada Hills, CA 91344, USA"
163,0,"12123 Gerald Ave, Granada Hills, CA 91344, USA"
164,0,"12123 Gerald Ave, Granada Hills, CA 91344, USA"
165,0,"11448 Gerald Ave, Granada Hills, CA 91344, USA"
166,0,"11448 Gerald Ave, Granada Hills, CA 91344, USA"
167,0,"11448 Gerald Ave, Granada Hills, CA 91344, USA"
168,0,"14901 Genoa St, Sylmar, CA 91342, USA"
169,0,"14901 Genoa St, Sylmar, CA 91342, USA"
170,0,"14901 Genoa St, Sylmar, CA 91342, USA"
171,4,"Carey Ranch Park, Laurel Canyon Blvd & Crestknoll Drive, Sylmar, CA 91342, United States"
172,4,"Carey Ranch Park, Laurel Canyon Blvd & Crestknoll Drive, Sylmar, CA 91342, United States"
173,0,"Carey Ranch Park, Laurel Canyon Blvd & Crestknoll Drive, Sylmar, CA 91342, United States"
174,5,"14401 Dyer St, Sylmar, CA 91342, USA"
175,5,"14401 Dyer St, Sylmar, CA 91342, USA"
176,0,"14401 Dyer St, Sylmar, CA 91342, USA"
177,5,"12501 Bradley Ave, Sylmar, CA 91342, USA"
178,5,"12501 Bradley Ave, Sylmar, CA 91342, USA"
179,0,"12501 Bradley Ave, Sylmar, CA 91342, USA"
180,0,"11501 Lyster Ave, Northridge, CA 91326, USA"
181,0,"11501 Lyster Ave, Northridge, CA 91326, USA"
182,0,"11501 Lyster Ave, Northridge, CA 91326, USA"
183,0,"19437 Twin Hills Pl, Northridge, CA 91326, USA"
184,0,"19437 Twin Hills Pl, Northridge, CA 91326, USA"
185,0,"19437 Twin Hills Pl, Northridge, CA 91326, USA"
186,2,"18900 Brasilia Dr, Northridge, CA 91326, USA"
187,2,"18900 Brasilia Dr, Northridge, CA 91326, USA"
188,0,"18900 Brasilia Dr, Northridge, CA 91326, USA"
189,2,"19010 Castlebay Ln, Porter Ranch, CA 91326, USA"
190,2,"19010 Castlebay Ln, Porter Ranch, CA 91326, USA"
191,0,"19010 Castlebay Ln, Porter Ranch, CA 91326, USA"
192,5,"11800 Turtle Springs Ln, Northridge, CA 91326, USA"
193,5,"11800 Turtle Springs Ln, Northridge, CA 91326, USA"
194,0,"11800 Turtle Springs Ln, Northridge, CA 91326, USA"
195,0,"11939 Mirabel Way, Porter Ranch, CA 91326, USA"
196,0,"11939 Mirabel Way, Porter Ranch, CA 91326, USA"
197,0,"11939 Mirabel Way, Porter Ranch, CA 91326, USA"
198,48,"11484 Lev Ave, Mission Hills, CA 91345, USA"
199,48,"11484 Lev Ave, Mission Hills, CA 91345, USA"
200,0,"11484 Lev Ave, Mission Hills, CA 91345, USA"
201,0,"15728 Rinaldi St, Granada Hills, CA 91344, USA"
202,0,"15728 Rinaldi St, Granada Hills, CA 91344, USA"
203,0,"15728 Rinaldi St, Granada Hills, CA 91344, USA"
204,5,"15940 Lahey St, Granada Hills, CA 91344, USA"
205,5,"15940 Lahey St, Granada Hills, CA 91344, USA"
206,0,"15940 Lahey St, Granada Hills, CA 91344, USA"
207,9,"11033 Arleta Ave, Mission Hills, CA 91345, USA"
208,9,"11033 Arleta Ave, Mission Hills, CA 91345, USA"
209,0,"11033 Arleta Ave, Mission Hills, CA 91345, USA"
210,7,"634 Omelveny Ave, San Fernando, CA 91340, USA"
211,7,"634 Omelveny Ave, San Fernando, CA 91340, USA"
212,0,"634 Omelveny Ave, San Fernando, CA 91340, USA"
213,22,"14640 Hiawatha St, Mission Hills, CA 91345, USA"
214,22,"14640 Hiawatha St, Mission Hills, CA 91345, USA"
215,0,"14640 Hiawatha St, Mission Hills, CA 91345, USA"
216,12,"15306 Mayall St, Mission Hills, CA 91345, USA"
217,12,"15306 Mayall St, Mission Hills, CA 91345, USA"
218,0,"15306 Mayall St, Mission Hills, CA 91345, USA"
219,12,"15308 Germain St, Mission Hills, CA 91345, USA"
220,12,"15308 Germain St, Mission Hills, CA 91345, USA"
221,0,"15308 Germain St, Mission Hills, CA 91345, USA"
222,10,"16011 Kingsbury St, Granada Hills, CA 91344, USA"
223,10,"16011 Kingsbury St, Granada Hills, CA 91344, USA"
224,0,"16011 Kingsbury St, Granada Hills, CA 91344, USA"
225,0,"10057 Montgomery Ave, North Hills, CA 91343, USA"
226,0,"10057 Montgomery Ave, North Hills, CA 91343, USA"
227,0,"10057 Montgomery Ave, North Hills, CA 91343, USA"
228,0,"16630 Tulsa St, Granada Hills, CA 91344, USA"
229,0,"16630 Tulsa St, Granada Hills, CA 91344, USA"
230,0,"16630 Tulsa St, Granada Hills, CA 91344, USA"
231,9,"17219 McKeever St, Granada Hills, CA 91344, USA"
232,9,"17219 McKeever St, Granada Hills, CA 91344, USA"
233,0,"17219 McKeever St, Granada Hills, CA 91344, USA"
234,8,"10876 Encino Ave, Granada Hills, CA 91344, USA"
235,8,"10876 Encino Ave, Granada Hills, CA 91344, USA"
236,0,"10876 Encino Ave, Granada Hills, CA 91344, USA"
237,2,"10514 Vanalden Ave, Northridge, CA 91326, USA"
238,2,"10514 Vanalden Ave, Northridge, CA 91326, USA"
239,0,"10514 Vanalden Ave, Northridge, CA 91326, USA"
240,0,"Reseda / Mayall, Los Angeles, CA 91324, USA"
241,0,"Reseda / Mayall, Los Angeles, CA 91324, USA"
242,0,"Reseda / Mayall, Los Angeles, CA 91324, USA"
243,2,"10849 Reseda Blvd, Northridge, CA 91326, USA"
244,2,"10849 Reseda Blvd, Northridge, CA 91326, USA"
245,0,"10849 Reseda Blvd, Northridge, CA 91326, USA"
246,15,"17506 San Jose St, Granada Hills, CA 91344, USA"
247,15,"17506 San Jose St, Granada Hills, CA 91344, USA"
248,0,"17506 San Jose St, Granada Hills, CA 91344, USA"
249,2,"17345 Mayall St, Northridge, CA 91325, USA"
250,2,"17345 Mayall St, Northridge, CA 91325, USA"
251,0,"17345 Mayall St, Northridge, CA 91325, USA"
252,3,"16632 Devonshire St, Granada Hills, CA 91344, USA"
253,3,"16632 Devonshire St, Granada Hills, CA 91344, USA"
254,0,"16632 Devonshire St, Granada Hills, CA 91344, USA"
255,5,"10721 Brookfield Rd, Chatsworth, CA 91311, USA"
256,5,"10721 Brookfield Rd, Chatsworth, CA 91311, USA"
257,0,"10721 Brookfield Rd, Chatsworth, CA 91311, USA"
258,6,"20000 Hawks Hill Rd, Chatsworth, CA 91311, USA"
259,6,"20000 Hawks Hill Rd, Chatsworth, CA 91311, USA"
260,0,"20000 Hawks Hill Rd, Chatsworth, CA 91311, USA"
261,9,"Chatsworth Park North, 22300 Chatsworth St, Chatsworth, CA 91311, USA"
262,9,"Chatsworth Park North, 22300 Chatsworth St, Chatsworth, CA 91311, USA"
263,0,"Chatsworth Park North, 22300 Chatsworth St, Chatsworth, CA 91311, USA"
264,12,"21745 San Jose St, Chatsworth, CA 91311, USA"
265,12,"21745 San Jose St, Chatsworth, CA 91311, USA"
266,0,"21745 San Jose St, Chatsworth, CA 91311, USA"
267,12,"10101 Hanna Ave, Chatsworth, CA 91311, USA"
268,12,"10101 Hanna Ave, Chatsworth, CA 91311, USA"
269,0,"10101 Hanna Ave, Chatsworth, CA 91311, USA"
270,0,"8701 Lava Pl, West Hills, CA 91304, USA"
271,0,"8701 Lava Pl, West Hills, CA 91304, USA"
272,0,"8701 Lava Pl, West Hills, CA 91304, USA"
273,0,"22317 Bryant St, West Hills, CA 91304, USA"
274,0,"22317 Bryant St, West Hills, CA 91304, USA"
275,0,"22317 Bryant St, West Hills, CA 91304, USA"
276,9,"21635 Bryant St, Canoga Park, CA 91304, USA"
277,9,"21635 Bryant St, Canoga Park, CA 91304, USA"
278,0,"21635 Bryant St, Canoga Park, CA 91304, USA"
279,18,"21040 Parthenia St, Canoga Park, CA 91304, USA"
280,18,"21040 Parthenia St, Canoga Park, CA 91304, USA"
281,0,"21040 Parthenia St, Canoga Park, CA 91304, USA"
282,0,"23942 Box Canyon Rd, West Hills, CA 91304, USA"
283,0,"23942 Box Canyon Rd, West Hills, CA 91304, USA"
284,0,"23942 Box Canyon Rd, West Hills, CA 91304, USA"
285,22,"9624 Rudnick Ave, Chatsworth, CA 91311, USA"
286,22,"9624 Rudnick Ave, Chatsworth, CA 91311, USA"
287,0,"9624 Rudnick Ave, Chatsworth, CA 91311, USA"
288,2,"19530 Citronia St, Northridge, CA 91324, USA"
289,2,"19530 Citronia St, Northridge, CA 91324, USA"
290,0,"19530 Citronia St, Northridge, CA 91324, USA"
291,94,"20500 Plummer St, Chatsworth, CA 91311, USA"
292,79,"20500 Plummer St, Chatsworth, CA 91311, USA"
293,15,"20500 Plummer St, Chatsworth, CA 91311, USA"
294,0,"10100 Variel Ave, Chatsworth, CA 91311, USA"
295,0,"10100 Variel Ave, Chatsworth, CA 91311, USA"
296,0,"10100 Variel Ave, Chatsworth, CA 91311, USA"
297,2,"20101 Mayall St, Chatsworth, CA 91311, USA"
298,2,"20101 Mayall St, Chatsworth, CA 91311, USA"
299,0,"20101 Mayall St, Chatsworth, CA 91311, USA"
300,19,"8667 Corbin Ave, Northridge, CA 91324, USA"
301,19,"8667 Corbin Ave, Northridge, CA 91324, USA"
302,0,"8667 Corbin Ave, Northridge, CA 91324, USA"
303,41,"20660 Nordhoff St, Chatsworth, CA 91311, USA"
304,41,"20660 Nordhoff St, Chatsworth, CA 91311, USA"
305,0,"20660 Nordhoff St, Chatsworth, CA 91311, USA"
306,8,"20605 Rodax St, Canoga Park, CA 91306, USA"
307,8,"20605 Rodax St, Canoga Park, CA 91306, USA"
308,0,"20605 Rodax St, Canoga Park, CA 91306, USA"
309,9,"17260 Prairie St, Northridge, CA 91325, USA"
310,9,"17260 Prairie St, Northridge, CA 91325, USA"
311,0,"17260 Prairie St, Northridge, CA 91325, USA"
312,0,"18132 Superior St, Northridge, CA 91325, USA"
313,0,"18132 Superior St, Northridge, CA 91325, USA"
314,0,"18132 Superior St, Northridge, CA 91325, USA"
315,0,"17935 Prairie St, Northridge, CA 91330, USA"
316,0,"17935 Prairie St, Northridge, CA 91330, USA"
317,0,"17935 Prairie St, Northridge, CA 91330, USA"
318,4,"9555 Reseda Blvd, Northridge, CA 91324, USA"
319,4,"9555 Reseda Blvd, Northridge, CA 91324, USA"
320,0,"9555 Reseda Blvd, Northridge, CA 91324, USA"
321,63,"9001 Baird Ave, Northridge, CA 91324, USA"
322,32,"9001 Baird Ave, Northridge, CA 91324, USA"
323,31,"9001 Baird Ave, Northridge, CA 91324, USA"
324,10,"18907 Liggett St, Northridge, CA 91324, USA"
325,10,"18907 Liggett St, Northridge, CA 91324, USA"
326,0,"18907 Liggett St, Northridge, CA 91324, USA"
327,0,"19116 Napa St, Northridge, CA 91324, USA"
328,0,"19116 Napa St, Northridge, CA 91324, USA"
329,0,"19116 Napa St, Northridge, CA 91324, USA"
330,0,"17501 Chase St, Northridge, CA 91325, USA"
331,0,"17501 Chase St, Northridge, CA 91325, USA"
332,0,"17501 Chase St, Northridge, CA 91325, USA"
333,5,"18259 Chase St, Northridge, CA 91325, USA"
334,5,"18259 Chase St, Northridge, CA 91325, USA"
335,0,"18259 Chase St, Northridge, CA 91325, USA"
336,7,"18731 Malden St, Northridge, CA 91324, USA"
337,7,"18731 Malden St, Northridge, CA 91324, USA"
338,0,"18731 Malden St, Northridge, CA 91324, USA"
339,0,"15106 Tamarack Ct, North Hills, CA 91343, USA"
340,0,"15106 Tamarack Ct, North Hills, CA 91343, USA"
341,0,"15106 Tamarack Ct, North Hills, CA 91343, USA"
342,5,"9646 Noble Ave, North Hills, CA 91343, USA"
343,5,"9646 Noble Ave, North Hills, CA 91343, USA"
344,0,"9646 Noble Ave, North Hills, CA 91343, USA"
345,21,"9505 Langdon Ave, North Hills, CA 91343, USA"
346,21,"9505 Langdon Ave, North Hills, CA 91343, USA"
347,0,"9505 Langdon Ave, North Hills, CA 91343, USA"
348,13,"Unnamed Road, North Hills, CA 91343, United States"
349,13,"Unnamed Road, North Hills, CA 91343, United States"
350,0,"Unnamed Road, North Hills, CA 91343, United States"
351,0,"16428 Plummer St, North Hills, CA 91343, USA"
352,0,"16428 Plummer St, North Hills, CA 91343, USA"
353,0,"16428 Plummer St, North Hills, CA 91343, USA"
354,75,"16720 Nordhoff St, Northridge, CA 91343, USA"
355,75,"16720 Nordhoff St, Northridge, CA 91343, USA"
356,0,"16720 Nordhoff St, Northridge, CA 91343, USA"
357,0,"16512 Parthenia St, North Hills, CA 91343, USA"
358,0,"16512 Parthenia St, North Hills, CA 91343, USA"
359,0,"16512 Parthenia St, North Hills, CA 91343, USA"
360,10,"15911 Parthenia St, North Hills, CA 91343, USA"
361,10,"15911 Parthenia St, North Hills, CA 91343, USA"
362,0,"15911 Parthenia St, North Hills, CA 91343, USA"
363,4,"9001 Langdon Ave, North Hills, CA 91343, USA"
364,4,"9001 Langdon Ave, North Hills, CA 91343, USA"
365,0,"9001 Langdon Ave, North Hills, CA 91343, USA"
366,13,"8759 Langdon Ave, North Hills, CA 91343, USA"
367,13,"8759 Langdon Ave, North Hills, CA 91343, USA"
368,0,"8759 Langdon Ave, North Hills, CA 91343, USA"
369,19,"15509 Chase St, North Hills, CA 91343, USA"
370,19,"15509 Chase St, North Hills, CA 91343, USA"
371,0,"15509 Chase St, North Hills, CA 91343, USA"
372,44,"8958 Burnet Ave, North Hills, CA 91343, USA"
373,29,"8958 Burnet Ave, North Hills, CA 91343, USA"
374,15,"8958 Burnet Ave, North Hills, CA 91343, USA"
375,31,"8760 Burnet Ave, North Hills, CA 91343, USA"
376,10,"8760 Burnet Ave, North Hills, CA 91343, USA"
377,21,"8760 Burnet Ave, North Hills, CA 91343, USA"
378,24,"8505 Burnet Ave, North Hills, CA 91343, USA"
379,24,"8505 Burnet Ave, North Hills, CA 91343, USA"
380,0,"8505 Burnet Ave, North Hills, CA 91343, USA"
381,10,"8951 Stanwin Ave, Arleta, CA 91331, USA"
382,10,"8951 Stanwin Ave, Arleta, CA 91331, USA"
383,0,"8951 Stanwin Ave, Arleta, CA 91331, USA"
384,12,"13515 Kagel Canyon St, Arleta, CA 91331, USA"
385,12,"13515 Kagel Canyon St, Arleta, CA 91331, USA"
386,0,"13515 Kagel Canyon St, Arleta, CA 91331, USA"
387,18,"9683 Elon Ave, Arleta, CA 91331, USA"
388,18,"9683 Elon Ave, Arleta, CA 91331, USA"
389,0,"9683 Elon Ave, Arleta, CA 91331, USA"
390,9,"14220 Filmore St, Arleta, CA 91331, USA"
391,9,"14220 Filmore St, Arleta, CA 91331, USA"
392,0,"14220 Filmore St, Arleta, CA 91331, USA"
393,0,"9707 Vesper Ave, Panorama City, CA 91402, USA"
394,0,"9707 Vesper Ave, Panorama City, CA 91402, USA"
395,0,"9707 Vesper Ave, Panorama City, CA 91402, USA"
396,3,"14708 Tupper St, Panorama City, CA 91402, USA"
397,3,"14708 Tupper St, Panorama City, CA 91402, USA"
398,0,"14708 Tupper St, Panorama City, CA 91402, USA"
399,0,"9009 Tobias Ave, Panorama City, CA 91402, USA"
400,0,"9009 Tobias Ave, Panorama City, CA 91402, USA"
401,0,"9009 Tobias Ave, Panorama City, CA 91402, USA"
402,14,"Unnamed Road, Panorama City, CA 91402, USA"
403,14,"Unnamed Road, Panorama City, CA 91402, USA"
404,0,"Unnamed Road, Panorama City, CA 91402, USA"
405,8,"9363 Sylmar Ave, Panorama City, CA 91402, USA"
406,8,"9363 Sylmar Ave, Panorama City, CA 91402, USA"
407,0,"9363 Sylmar Ave, Panorama City, CA 91402, USA"
408,0,"13900 Kagel Canyon St, Arleta, CA 91331, USA"
409,0,"13900 Kagel Canyon St, Arleta, CA 91331, USA"
410,0,"13900 Kagel Canyon St, Arleta, CA 91331, USA"
411,7,"13455 Ebell St, Van Nuys, CA 91402, USA"
412,7,"13455 Ebell St, Van Nuys, CA 91402, USA"
413,0,"13455 Ebell St, Van Nuys, CA 91402, USA"
414,24,"13671 Montague St, Pacoima, CA 91331, USA"
415,24,"13671 Montague St, Pacoima, CA 91331, USA"
416,0,"13671 Montague St, Pacoima, CA 91331, USA"
417,3,"8600 Hazeltine Ave, Panorama City, CA 91402, USA"
418,3,"8600 Hazeltine Ave, Panorama City, CA 91402, USA"
419,0,"8600 Hazeltine Ave, Panorama City, CA 91402, USA"
420,15,"8055 Wisner Ave, Panorama City, CA 91402, USA"
421,15,"8055 Wisner Ave, Panorama City, CA 91402, USA"
422,0,"8055 Wisner Ave, Panorama City, CA 91402, USA"
423,2,"8014 Natick Ave, Van Nuys, CA 91402, USA"
424,2,"8014 Natick Ave, Van Nuys, CA 91402, USA"
425,0,"8014 Natick Ave, Van Nuys, CA 91402, USA"
426,18,"14636 Blythe St, Panorama City, CA 91402, USA"
427,18,"14636 Blythe St, Panorama City, CA 91402, USA"
428,0,"14636 Blythe St, Panorama City, CA 91402, USA"
429,0,"8746 Tobias Ave, Van Nuys, CA 91402, USA"
430,0,"8746 Tobias Ave, Van Nuys, CA 91402, USA"
431,0,"8746 Tobias Ave, Van Nuys, CA 91402, USA"
432,40,"8450 Van Nuys Blvd, Panorama City, CA 91402, USA"
433,40,"8450 Van Nuys Blvd, Panorama City, CA 91402, USA"
434,0,"8450 Van Nuys Blvd, Panorama City, CA 91402, USA"
435,4,"8792 Stansbury Ave, Panorama City, CA 91402, USA"
436,4,"8792 Stansbury Ave, Panorama City, CA 91402, USA"
